Track_ID,Artist_ID
54eTnlQykIMrG7zgX0WgLR,06TVTkMAOR935MhkjX0i2A
2orHKFa5fzFOXWofDMAlTH,6UTnO6XhjHYM2Oe9V0DEH1
2orHKFa5fzFOXWofDMAlTH,5rzE0WCiJtbEd0pBOoLE3P
2orHKFa5fzFOXWofDMAlTH,3P1vWmG65fXf334rFFww2R
0L886172yqtKli2muyqTk2,4vQV1LCGBdYAt5rIIPjSFZ
4jMu6QYon1JEikcdTJ1TzR,7qG3b048QCHVRO5Pv1T5lw
4jMu6QYon1JEikcdTJ1TzR,3tJnB0s6c3oXPq1SCCavnd
3zVibdZHsVH05p5Crux6xX,5lwmRuXgjX8xIwlnauTZIP
3zVibdZHsVH05p5Crux6xX,5rvaaWutd0gsbc2iMNo9k5
1fT6KTvu3ylOzQNqh7hheQ,6UTnO6XhjHYM2Oe9V0DEH1
1fT6KTvu3ylOzQNqh7hheQ,5rzE0WCiJtbEd0pBOoLE3P
7I4WMiRLLl0lDn0XmHxkZf,3rs3EOlJ8jyPpdGiQ9Mhub
0UuMzFglgjKnYuAmkICf1P,1qto4hHid1P71emI6Fd8xi
1CIUos10Or0tFaf4ZhaSfW,1LKPL2O3vA3ozNsmshDg3o
35hNtYsDTSNEGwCcIGH2TV,12YP3RGVLp3c36Zi6lFRtR
35hNtYsDTSNEGwCcIGH2TV,7DstIz9YAYYupeK7r5tbbs
4EbAftNM732UGLF8gmIIsX,5lwmRuXgjX8xIwlnauTZIP
4EbAftNM732UGLF8gmIIsX,3wxFXeuHQEq4NubZunCIMe
4TLzeL9PFoBoUNQv4sc7me,7i0Z1tzWVamskO8eLnZ3Kx
4TLzeL9PFoBoUNQv4sc7me,1qto4hHid1P71emI6Fd8xi
0OIIQRWuA7UvljV4FwU5Wi,4tLUnrSgMM7tT0zVs3wX61
6C9JC90UAkzqIUgWtbJAu9,7DstIz9YAYYupeK7r5tbbs
6C9JC90UAkzqIUgWtbJAu9,120pQ3TUu98TWKhe2hBEJh
6C9JC90UAkzqIUgWtbJAu9,0ym5ObOj6rNAGyq5ga7JhA
7D7EH7MGyNHWSkqrszerI1,28gNT5KBp7IjEOQoevXf9N
7D7EH7MGyNHWSkqrszerI1,2oQX8QiMXOyuqbcZEFsZfm
4rEp2l0VqJslzfqjxbK8bw,56O28NX1Su8GSYhuNGupjI
3Ux53Gwh9txPtWaO7AXKZQ,72R3RMGmSmzG57R7OUaDaN
4n82bvvKnaCSbM0pXWbR1S,5lwmRuXgjX8xIwlnauTZIP
18jpbSZVA950uq9JiwahHQ,1LKPL2O3vA3ozNsmshDg3o
5RtkFHN7ITre7n34Ut6Tb0,08Y8lyLej3SbV3BUILPp2d
4OpFR4sz9kxF983pKdnx1k,6FQPrGwEepUrGKbzD3Zeib
5Xg9feC7RNaUO5x3Ns0yyE,3rs3EOlJ8jyPpdGiQ9Mhub
5KGRgP2TIoQy5JGi5MFm7Z,1qto4hHid1P71emI6Fd8xi
7nthB8BE4K8aTYJcw1M1iV,7DstIz9YAYYupeK7r5tbbs
